neighbourhood_group_encoded,neighbourhood_encoded,room_type_encoded,price_category,minimum_nights,number_of_reviews
2,12,0,low,3,63
0,83,0,medium,1,32
2,99,0,medium,4,91
0,17,1,medium,1,221
0,83,1,medium,1,0
0,3,1,low,1,0
0,77,1,medium,3,174
2,211,0,high,1,2
0,17,1,low,1,0
3,151,1,low,1,5
2,12,1,low,7,0
0,44,1,low,1,1
3,60,0,low,1,22
2,12,0,medium,1,0
3,42,1,low,2,191
0,122,0,high,3,4
2,12,1,low,3,91
0,190,0,medium,1,14
2,12,0,low,1,2
2,12,1,low,7,0
2,99,0,medium,1,78
2,82,0,medium,30,2
2,123,1,low,1,2
0,75,0,medium,30,0
0,69,1,medium,1,0
0,122,0,medium,5,5
0,17,0,medium,1,5
3,59,1,low,7,0
2,124,1,low,2,5
2,123,0,medium,4,4
2,46,0,medium,2,17
2,107,0,high,4,12
2,12,1,high,1,88
3,36,0,medium,1,9
0,122,0,high,3,12
1,73,1,low,30,13
0,44,1,low,1,1
2,166,1,low,10,1
3,128,1,low,2,0
2,107,0,medium,5,18
0,53,1,low,1,5
2,123,1,low,2,0
2,99,0,high,1,0
0,44,0,medium,4,91
2,124,1,low,1,0
2,124,1,low,1,3
2,82,0,medium,5,0
0,44,0,medium,1,2
0,190,0,medium,1,112
0,44,1,low,2,1
3,5,1,low,1,1
2,211,0,medium,3,2
2,202,0,medium,2,35
2,124,0,medium,2,15
2,107,0,medium,5,1
0,44,1,low,2,9
0,3,2,low,14,6
0,44,1,low,1,100
2,116,1,low,1,3
2,12,1,low,5,2
2,12,0,low,5,1
0,208,1,high,2,20
0,208,0,medium,3,2
0,53,1,low,1,13
0,208,0,high,6,45
3,59,0,medium,30,29
0,218,0,high,4,9
2,12,1,low,4,2
2,12,0,low,5,1
0,44,0,high,3,35
2,12,1,low,5,28
2,166,1,low,2,71
2,124,0,medium,3,8
3,27,1,low,7,0
0,17,0,high,30,14
2,12,1,low,1,4
2,45,0,medium,7,43
0,114,0,medium,1,0
3,165,1,low,1,96
3,167,0,high,1,10
1,131,1,low,3,113
0,187,1,low,1,1
2,107,0,medium,5,1
3,195,0,low,1,70
3,42,0,high,2,176
0,208,0,high,3,115
2,116,1,low,14,0
0,208,0,high,4,2
0,84,1,medium,4,33
0,111,0,medium,2,7
2,12,0,low,2,1
2,45,0,medium,3,120
0,77,1,low,15,0
2,124,0,medium,3,9
2,12,1,low,1,11
0,17,0,medium,2,13
2,12,0,medium,4,99
3,151,1,low,4,19
2,116,1,low,7,2
0,84,0,medium,2,53
2,123,1,low,3,8
2,116,1,low,30,1
3,80,1,low,1,179
2,116,1,low,30,0
2,116,1,low,30,0
2,116,1,low,30,4
0,3,0,medium,4,36
2,116,1,low,30,2
2,116,1,low,30,3
2,116,1,low,2,4
2,116,0,high,3,0
0,187,1,low,1,0
2,123,1,low,2,158
0,84,0,medium,2,48
2,76,1,low,7,3
1,115,1,low,2,5
1,115,2,low,1,1
0,208,0,high,30,0
0,3,1,low,1,1
2,79,0,low,3,10
0,17,0,high,1,0
2,79,0,low,1,3
0,44,0,medium,30,12
2,124,0,medium,14,10
2,12,0,medium,5,148
2,124,1,medium,2,17
2,166,1,low,1,0
0,3,0,medium,4,0
0,16,0,medium,4,11
0,44,0,medium,3,42
0,16,0,high,2,6
3,151,0,low,2,1
0,84,0,medium,1,0
0,17,0,high,30,16
0,83,1,low,2,9
2,124,0,low,1,28
0,122,1,low,2,1
2,81,0,medium,5,80
0,17,1,low,3,4
2,46,0,low,1,2
2,124,0,medium,2,1
0,84,0,medium,4,0
2,124,1,low,1,1
0,77,1,low,7,0
2,211,0,medium,6,35
3,54,0,low,1,2
2,107,0,medium,7,14
0,218,0,high,1,3
0,78,0,high,7,44
0,84,1,medium,1,0
2,45,0,low,2,4
2,150,0,medium,30,29
2,12,1,low,3,5
0,16,0,medium,1,0
0,56,0,high,4,68
0,208,0,high,3,1
0,44,1,low,1,0
2,82,1,medium,7,2
0,187,1,low,1,4
2,123,0,low,1,3
0,208,0,high,30,22
2,124,1,low,4,7
0,122,1,medium,3,4
0,17,1,low,1,205
0,44,1,low,3,6
0,3,1,medium,3,0
3,42,1,low,3,1
2,116,1,low,2,104
3,59,1,low,1,1
0,111,1,low,5,2
2,12,0,low,2,10
2,211,1,low,1,0
2,211,1,low,2,32
2,12,0,low,2,4
0,114,0,medium,2,1
2,74,1,low,5,1
2,124,1,low,3,1
0,187,0,medium,2,0
2,124,1,low,12,2
2,123,1,low,10,12
2,12,1,low,1,184
0,118,0,high,3,99
2,124,0,high,2,39
0,17,0,medium,2,0
0,218,0,high,30,2
0,218,0,high,4,4
2,12,0,medium,30,5
2,124,1,low,1,2
0,114,1,low,3,4
2,202,1,low,1,0
2,46,0,medium,1,40
0,66,1,low,2,10
0,17,0,medium,2,3
2,124,0,medium,1,20
2,123,0,medium,2,27
0,44,0,medium,2,193
0,55,1,low,1,0
2,123,1,low,3,8
2,123,1,low,1,1
0,3,0,high,3,63
0,16,0,high,1,0
2,124,1,low,2,121
2,45,1,low,1,0
2,99,1,low,2,1
0,55,0,high,30,5
0,44,0,low,2,1
2,124,1,low,2,97
2,82,1,low,3,2
4,194,1,low,3,23
2,46,0,medium,30,7
2,12,1,low,1,0
0,218,0,medium,1,214
0,16,0,high,2,9
0,55,1,low,3,3
0,122,1,low,1,309
2,123,1,low,2,39
0,66,0,high,5,9
2,124,1,low,2,92
0,114,0,high,4,0
0,218,0,high,2,7
2,12,1,low,20,23
0,208,0,medium,3,39
0,84,1,low,1,148
0,17,0,medium,1,0
0,111,0,medium,2,52
0,122,1,medium,1,0
0,44,0,high,3,2
2,12,1,low,2,6
0,77,0,low,1,1
0,17,0,medium,4,11
2,116,1,low,3,0
1,87,0,low,2,152
2,124,1,low,2,99
3,151,0,medium,1,227
0,17,0,low,1,2
2,116,1,medium,2,105
2,12,0,medium,4,106
3,42,0,low,30,7
0,17,1,low,1,2
0,83,0,high,3,2
0,44,0,medium,3,1
2,124,1,low,2,107
0,111,1,low,2,0
2,124,0,high,2,2
2,109,0,high,6,28
0,218,0,medium,7,1
0,208,0,medium,1,6
0,83,1,low,3,1
0,208,0,high,3,2
2,124,1,low,2,3
0,55,0,high,3,0
2,124,1,low,2,97
3,42,0,medium,30,61
2,76,1,low,2,2
2,45,0,high,3,66
2,124,0,high,1,0
3,36,1,high,2,70
0,84,0,medium,3,0
0,16,0,medium,2,25
0,122,0,medium,3,0
0,17,1,medium,1,8
0,17,0,medium,1,1
0,44,1,low,1,5
0,190,0,medium,7,3
2,124,1,low,1,2
0,75,0,medium,15,5
0,114,0,high,3,9
2,124,0,medium,11,11
0,55,0,high,2,105
2,12,1,low,2,22
2,124,1,low,2,99
0,44,1,low,1,2
3,42,1,low,1,2
0,84,0,medium,2,5
0,3,1,low,2,1
0,111,1,low,14,121
2,211,1,medium,4,21
0,3,1,low,4,3
3,0,0,low,3,45
2,124,0,high,3,5
0,16,0,medium,5,16
0,16,0,high,3,9
2,158,0,medium,2,0
0,75,0,high,30,0
0,44,1,low,2,3
2,12,0,medium,2,92
0,16,1,low,5,10
2,211,1,low,1,14
2,116,1,low,2,226
2,79,1,high,1,1
2,166,1,low,2,3
0,122,1,medium,3,3
0,122,1,medium,1,1
0,3,0,low,1,98
0,16,0,medium,1,1
2,124,0,medium,13,6
2,116,1,low,14,1
2,123,1,low,1,38
0,84,1,medium,1,0
2,12,0,medium,2,14
0,16,1,low,2,114
0,83,1,low,2,93
0,78,0,medium,5,8
2,45,0,high,1,0
0,3,0,medium,3,1
2,12,1,low,2,153
2,123,0,medium,1,0
0,208,0,high,1,0
2,124,1,medium,2,232
0,44,1,low,1,0
2,12,1,medium,1,0
2,12,1,low,6,10
2,116,0,low,1,1
2,12,0,medium,2,11
3,151,1,low,2,0
2,166,0,medium,3,20
0,108,0,medium,1,0
0,16,1,low,7,42
2,166,1,low,3,5
2,12,1,low,2,151
2,76,1,low,1,21
2,99,0,medium,1,2
0,84,0,medium,1,2
0,190,1,low,1,5
0,114,0,high,3,159
2,116,1,low,1,2
1,63,1,medium,1,73
2,124,0,high,26,9
2,45,0,high,2,120
3,152,1,low,2,25
0,208,0,high,4,3
0,55,1,medium,2,53
2,158,0,medium,30,0
2,124,1,low,2,2
2,12,0,medium,30,10
0,16,1,medium,2,0
2,109,0,medium,2,8
0,44,1,low,1,10
0,44,1,low,1,27
0,111,0,high,1,0
2,99,0,medium,3,3
2,123,0,medium,2,4
2,103,0,medium,1,0
3,151,0,medium,1,9
2,12,1,low,4,22
2,176,0,medium,1,0
0,218,0,high,30,0
0,78,1,low,1,0
0,16,0,high,1,15
0,122,0,medium,3,68
2,116,1,low,2,1
3,54,1,low,10,8
0,208,0,high,3,3
2,116,1,low,1,1
2,81,0,high,3,77
0,208,1,medium,3,250
3,42,0,low,1,0
0,84,1,medium,1,0
2,82,0,high,2,5
2,116,1,medium,1,22
3,42,0,medium,2,4
2,158,0,medium,4,2
0,84,0,medium,30,12
2,124,0,medium,6,2
0,83,1,low,1,3
2,79,0,low,2,85
0,44,0,medium,5,95
2,12,0,low,5,11
2,158,1,low,1,197
3,42,0,medium,1,2
0,69,0,high,2,26
0,208,2,high,1,0
2,13,0,medium,3,0
2,211,0,medium,3,3
2,124,0,high,1,54
2,99,0,medium,2,8
0,208,0,high,3,15
2,166,1,low,3,14
2,124,0,medium,13,8
0,75,0,high,3,109
2,124,1,low,5,14
2,116,1,low,2,0
2,211,1,low,2,173
2,13,1,low,1,3
2,12,1,low,1,2
0,56,1,low,1,32
2,124,0,medium,7,0
0,44,1,low,2,80
2,124,0,medium,3,36
3,167,0,high,1,0
2,123,0,medium,5,11
0,17,2,low,2,7
2,158,0,high,2,24
2,197,0,low,7,0
2,211,0,medium,2,9
0,208,0,high,6,17
0,218,0,high,90,3
2,76,0,low,1,287
3,59,0,medium,5,4
0,114,0,high,3,19
2,103,2,low,1,59
2,18,0,low,10,2
0,83,0,medium,1,133
0,193,1,low,4,12
2,82,1,low,1,16
0,17,0,high,1,3
0,111,1,medium,2,128
2,12,0,high,1,33
0,44,0,low,15,2
0,55,1,low,11,0
0,218,0,medium,7,17
0,208,1,medium,1,2
2,123,1,low,1,1
2,116,1,low,1,1
3,42,1,low,14,0
2,124,0,low,1,3
2,107,1,low,1,6
0,83,1,low,1,11
0,3,0,medium,1,76
0,114,0,medium,4,0
0,17,1,medium,1,39
2,158,0,medium,3,28
0,193,0,high,3,30
3,59,1,low,90,15
0,208,0,high,1,0
2,177,1,low,10,1
2,124,1,low,1,4
2,158,0,medium,1,1
2,13,1,medium,1,171
0,83,0,low,1,3
0,3,0,high,3,4
0,44,1,high,1,22
0,17,0,medium,3,4
0,69,1,high,1,0
0,17,1,medium,1,30
2,12,0,medium,3,2
2,124,0,medium,1,7
2,124,0,medium,4,54
0,208,0,medium,30,3
3,42,0,low,3,151
2,82,1,low,4,2
2,116,2,low,5,73
0,16,0,medium,4,6
2,124,0,high,1,3
0,218,0,medium,4,15
0,84,0,medium,1,0
2,116,1,low,5,1
0,44,0,high,3,32
2,124,1,medium,3,7
2,12,1,low,1,296
2,12,1,low,1,291
2,12,1,low,1,284
0,83,0,medium,7,27
2,12,1,low,1,291
2,12,1,low,1,327
2,116,1,low,2,67
2,211,1,medium,4,115
2,116,1,low,1,107
2,12,0,medium,2,81
2,124,0,medium,31,8
2,211,0,medium,7,0
0,114,0,medium,2,10
0,17,1,low,1,0
2,211,0,medium,2,15
2,166,1,low,2,9
2,116,1,low,3,0
0,3,0,low,3,16
2,124,1,low,2,86
2,211,0,high,2,141
2,116,0,low,25,2
2,116,1,low,10,1
0,193,1,low,6,72
2,124,1,low,3,2
0,78,0,high,3,74
2,12,0,high,3,60
2,150,1,high,1,0
0,218,0,medium,4,20
2,124,1,low,7,2
0,75,0,high,30,0
0,111,0,medium,30,4
3,151,0,medium,3,121
0,44,1,low,4,14
0,84,0,low,7,0
2,116,1,low,1,1
0,190,2,low,120,0
2,82,0,medium,4,18
2,116,1,low,2,5
0,84,0,medium,1,1
0,122,2,high,1,134
0,218,2,low,5,32
0,84,0,medium,30,9
3,59,0,high,3,0
2,158,1,low,1,222
0,17,0,medium,1,2
2,109,0,medium,2,10
2,4,0,medium,2,2
2,45,0,medium,3,3
0,17,1,medium,1,1
0,193,0,medium,180,15
2,13,1,low,7,1
0,218,0,medium,2,2
0,44,0,medium,7,86
0,55,0,medium,2,1
2,124,1,low,1,40
3,127,0,medium,1,59
0,16,0,high,2,2
3,42,0,low,2,13
2,124,1,low,1,2
2,116,0,medium,1,2
2,124,1,low,1,3
3,165,1,low,1,114
3,165,1,low,1,102
3,151,1,low,15,12
0,208,0,high,29,9
0,16,0,high,31,2
2,12,0,medium,3,92
0,218,0,medium,1,3
0,84,1,medium,4,81
0,84,0,high,7,0
0,69,1,medium,6,5
2,124,1,low,10,3
0,114,0,high,3,47
0,44,1,low,2,0
2,124,0,low,3,17
2,74,1,low,1,1
0,17,1,low,1,0
0,16,0,medium,3,5
0,77,0,medium,3,2
2,12,0,medium,7,14
2,150,0,low,2,100
0,75,1,low,1,8
0,122,0,high,4,55
3,54,1,low,1,4
2,12,0,high,1,1
0,17,0,medium,3,0
2,12,1,low,7,0
0,111,0,high,3,0
2,177,0,medium,3,0
0,44,1,low,3,5
0,16,0,medium,1,0
0,208,0,medium,1,6
2,107,0,medium,2,10
3,205,1,low,4,32
2,123,0,low,3,14
2,124,1,low,4,1
2,116,0,medium,30,51
2,124,1,low,1,5
2,12,0,medium,2,1
2,166,0,medium,30,43
0,3,0,medium,3,170
0,16,0,high,1,101
0,3,1,low,3,5
0,16,0,high,2,3
0,78,1,low,2,5
0,3,0,high,3,0
0,119,0,medium,30,6
0,206,1,medium,1,18
2,12,1,low,1,0
0,3,1,low,10,8
0,218,0,medium,4,3
0,17,0,medium,3,200
0,3,1,medium,1,0
0,16,0,medium,5,0
0,84,0,medium,1,126
2,124,1,low,1,19
2,12,1,low,3,4
0,208,0,high,2,3
2,166,0,low,4,3
3,42,0,medium,7,2
0,44,0,medium,2,13
2,82,0,medium,2,129
3,152,1,low,1,543
3,80,1,low,2,24
0,84,0,medium,1,1
0,122,0,high,2,1
3,151,1,medium,1,1
2,74,0,low,1,1
0,190,0,medium,4,111
0,193,1,low,2,3
0,84,0,medium,14,0
2,12,0,high,5,147
2,18,1,low,7,13
2,116,1,low,2,7
0,44,0,high,2,113
0,70,2,low,1,1
2,12,0,low,2,7
2,124,0,high,4,0
2,123,0,medium,1,5
2,123,1,low,14,0
0,16,0,high,2,48
0,111,1,medium,1,2
0,84,0,high,30,2
2,124,1,low,2,2
0,218,0,medium,2,14
2,45,0,medium,3,2
2,116,1,low,1,0
2,124,1,low,1,0
2,99,0,medium,3,27
2,158,0,low,7,11
3,167,1,low,7,1
0,84,0,medium,7,3
0,44,1,low,4,0
2,124,1,low,2,106
3,167,1,medium,1,0
0,44,1,medium,2,11
0,44,0,medium,2,13
0,206,0,high,3,0
0,84,0,medium,5,11
2,12,1,low,14,9
2,45,0,medium,2,2
0,44,1,low,6,1
2,124,0,medium,13,1
0,17,0,medium,2,1
0,17,1,low,2,21
2,124,0,medium,2,0
2,116,1,low,20,0
2,12,0,high,5,9
0,16,0,medium,4,3
2,124,1,low,5,1
0,190,0,medium,3,24
2,116,0,high,2,147
0,16,0,medium,1,146
0,75,1,medium,1,0
2,124,0,medium,1,0
2,158,1,low,1,186
0,208,1,low,3,100
2,82,1,low,3,0
2,12,0,high,2,203
2,116,1,low,2,1
3,54,1,low,2,1
2,150,2,low,2,7
2,123,0,high,2,0
0,44,1,low,2,34
2,12,1,low,2,255
2,211,1,medium,1,20
0,83,1,low,3,157
0,122,0,medium,30,4
0,56,0,high,2,146
2,123,0,low,3,21
2,82,1,low,1,31
2,116,1,medium,2,78
2,37,1,medium,4,9
0,44,0,high,1,0
0,16,0,medium,31,2
0,17,0,high,2,0
2,116,1,low,3,0
2,79,1,low,5,4
0,83,1,low,3,8
2,116,1,low,15,0
3,42,0,medium,1,2
0,122,0,medium,4,5
2,124,1,low,7,1
2,82,1,low,1,1
0,3,0,high,13,1
0,16,0,high,3,72
0,44,1,medium,2,21
0,83,1,low,2,9
3,0,1,low,1,85
1,138,0,high,2,44
2,116,0,low,1,201
0,114,1,medium,1,0
2,12,1,low,3,13
3,151,1,low,3,1
2,123,0,low,3,0
2,7,1,low,1,45
2,74,1,low,2,7
0,114,0,medium,3,117
0,16,1,low,5,92
2,123,1,low,1,70
2,124,1,low,2,71
4,200,0,high,2,4
0,44,1,low,1,161
2,12,0,high,2,1
0,199,0,high,2,31
2,116,1,low,1,4
2,18,0,medium,1,1
2,123,0,medium,4,61
2,116,0,medium,5,85
2,107,0,low,30,26
0,56,0,high,1,72
0,77,0,medium,7,2
0,84,0,medium,14,3
1,132,1,low,1,3
0,16,1,medium,2,10
2,12,1,medium,4,84
2,12,1,low,2,2
2,177,1,medium,4,65
3,42,1,low,3,0
3,54,0,medium,4,6
0,44,1,low,2,57
0,78,1,medium,3,107
2,123,1,low,1,62
2,123,1,low,1,73
0,190,1,low,2,13
2,49,0,low,20,30
3,42,1,medium,15,15
2,110,0,high,3,38
2,135,1,low,2,72
2,12,0,high,9,7
2,12,1,low,60,6
0,44,1,medium,3,18
0,17,1,medium,1,87
0,44,0,medium,3,8
3,42,0,low,3,25
0,84,1,medium,2,3
1,192,1,low,5,17
2,202,1,low,2,6
0,53,0,low,3,3
4,183,1,low,1,82
2,37,1,medium,4,3
0,122,0,medium,2,39
2,12,0,medium,2,16
2,124,1,medium,1,4
0,218,0,medium,1,1
0,122,1,low,2,11
0,17,1,low,5,1
0,187,0,medium,7,0
0,16,0,medium,3,11
0,3,1,low,1,5
0,16,1,medium,3,4
2,82,0,medium,4,26
2,124,1,low,5,5
2,79,1,low,7,16
2,82,0,medium,5,0
0,114,0,high,8,23
2,103,2,low,1,126
0,16,0,high,3,0
2,158,0,medium,2,80
0,16,0,medium,2,1
1,112,1,low,4,40
2,76,0,low,3,6
0,44,1,low,3,17
2,12,0,medium,2,59
2,124,0,medium,1,10
2,123,0,high,2,10
0,187,0,medium,5,29
0,111,0,medium,10,0
2,123,0,high,3,84
2,37,1,medium,4,5
2,124,0,high,4,0
0,218,1,high,6,0
0,56,0,medium,2,16
2,216,0,low,3,160
2,103,2,low,1,135
2,124,1,low,2,9
0,84,0,high,1,13
2,82,2,medium,1,1
0,114,0,high,2,10
3,59,0,medium,1,172
3,205,1,medium,1,5
2,107,0,high,3,70
0,84,0,high,30,1
0,84,0,medium,30,3
0,55,0,medium,4,2
2,7,1,low,3,34
2,124,1,low,7,2
2,12,0,medium,2,129
2,150,0,low,2,4
0,16,1,medium,4,1
1,131,2,medium,1,0
2,82,1,low,1,0
0,44,1,low,3,37
0,75,1,medium,2,3
2,79,1,low,1,73
2,12,0,medium,2,188
2,12,1,low,2,3
0,16,1,medium,2,35
2,116,2,low,1,5
0,16,0,high,2,1
2,211,1,low,7,1
2,158,0,medium,5,5
2,197,0,low,2,114
0,193,0,medium,4,8
0,83,1,low,5,4
0,84,0,medium,2,31
0,44,1,low,2,84
0,17,0,high,5,1
3,151,0,medium,480,0
3,151,1,medium,2,9
0,208,0,medium,3,9
0,17,0,medium,5,0
0,44,0,low,1,0
4,102,0,low,2,147
0,16,0,medium,2,6
2,116,1,medium,1,2
2,109,0,high,4,5
0,55,0,high,5,2
2,123,1,low,4,3
0,17,1,low,5,2
0,44,0,low,2,11
2,124,1,low,2,0
0,44,1,low,1,0
0,84,0,medium,6,4
2,18,0,low,5,9
0,83,1,low,1,38
2,124,0,high,10,27
1,126,1,low,1,202
3,5,0,low,2,1
2,45,0,medium,4,4
0,17,1,low,2,165
3,42,0,medium,14,0
0,208,0,medium,1,71
0,69,0,high,1,1
2,166,0,low,1,0
2,49,0,medium,3,141
2,37,0,high,16,5
2,37,1,medium,4,13
0,208,0,high,2,25
2,79,1,low,3,219
0,17,1,low,3,2
2,12,1,low,3,3
0,218,0,high,3,0
0,44,0,medium,5,11
0,122,1,low,1,5
0,122,0,medium,1,0
0,44,0,medium,3,102
2,176,1,low,2,36
0,44,1,medium,3,6
2,116,0,low,4,8
1,117,1,low,4,51
0,16,1,low,1,5
2,12,1,low,1,2
4,61,1,low,1,0
2,124,1,low,2,12
0,208,0,medium,3,10
2,46,1,low,1,151
0,84,0,high,4,7
2,45,0,medium,6,12
0,190,0,medium,2,1
0,16,0,high,2,1
0,83,1,low,4,0
0,84,1,medium,5,7
2,18,1,low,6,26
2,124,1,high,5,0
0,17,1,low,2,2
3,152,1,low,1,209
2,82,1,low,7,11
2,124,1,low,3,1
0,17,1,medium,2,3
1,35,1,low,2,98
2,12,1,low,14,0
2,124,0,medium,3,10
2,123,1,low,1,3
2,124,0,high,2,7
0,111,1,low,2,71
3,54,0,medium,5,3
0,122,0,high,1,13
0,218,0,medium,4,15
3,59,0,low,1,0
2,124,1,medium,1,2
0,218,1,medium,3,67
0,16,0,high,3,4
2,82,0,medium,3,107
0,83,1,low,2,1
0,16,1,low,2,2
0,122,0,high,6,15
0,44,1,low,2,0
0,17,1,medium,1,9
2,123,0,medium,1,1
2,124,1,low,1,9
3,165,0,medium,2,166
0,3,1,low,2,12
2,116,1,low,7,0
2,116,1,low,2,0
0,55,0,medium,2,134
2,82,1,low,6,0
2,12,1,low,3,18
2,123,0,low,7,45
3,160,1,low,2,39
0,122,0,high,2,20
0,3,0,high,2,6
2,211,0,medium,3,1
2,211,1,low,2,12
2,166,1,low,1,169
0,16,0,medium,3,4
0,122,1,medium,1,1
0,17,0,medium,4,46
0,218,0,high,2,0
0,44,1,low,4,2
0,83,0,medium,30,0
2,12,1,low,4,3
2,12,0,medium,4,5
3,54,1,low,2,0
0,193,1,low,3,1
0,17,1,medium,1,163
0,69,1,low,5,2
0,218,0,medium,10,3
2,124,0,medium,2,13
0,16,1,medium,2,23
0,3,1,low,1,212
3,42,1,low,1,6
3,42,1,medium,1,2
0,83,0,high,1,28
2,123,0,low,2,20
0,3,0,high,2,8
0,78,1,low,1,152
0,84,1,low,1,71
0,56,0,medium,4,4
0,16,1,medium,1,2
0,53,0,medium,2,20
0,17,0,high,1,31
2,123,1,medium,2,2
0,190,1,low,1,0
2,116,0,low,2,171
2,150,0,low,1,47
0,84,0,medium,1,7
0,84,1,low,1,60
0,3,0,high,30,8
2,107,0,low,1,1
3,152,0,low,2,9
0,218,0,high,7,8
0,206,1,medium,2,2
0,121,0,medium,1,0
0,17,0,high,30,1
0,17,0,medium,4,1
2,12,1,low,1,2
0,44,1,low,1,1
0,208,0,high,7,6
0,77,2,low,1,8
2,124,1,low,1,215
3,42,0,medium,5,2
3,151,0,medium,2,0
2,123,1,low,1,5
2,124,1,low,2,1
2,12,0,high,1,52
0,187,1,low,4,2
0,44,0,low,2,9
2,4,0,medium,3,15
0,17,1,medium,3,79
0,17,0,medium,5,25
0,16,0,high,1,2
3,42,2,low,1,1
0,114,0,medium,2,1
2,12,1,low,5,0
2,124,1,low,3,2
2,18,0,low,3,34
0,84,0,medium,2,5
0,84,0,medium,7,2
0,55,0,high,2,2
2,12,1,low,1,14
2,116,1,low,3,0
0,84,0,medium,2,1
0,122,0,high,1,0
0,193,0,low,2,4
0,84,0,high,2,0
0,3,0,high,1,4
0,44,0,medium,1,0
3,42,1,low,4,86
0,3,0,low,6,7
3,5,1,low,1,12
2,116,1,low,5,1
2,79,0,low,3,0
2,116,1,low,1,1
2,116,1,low,3,1
0,17,1,medium,1,7
0,16,1,medium,3,98
2,12,0,high,3,63
0,16,1,medium,3,86
3,80,1,low,5,29
0,3,0,high,1,0
2,74,0,low,1,1
2,12,2,low,8,41
2,135,0,medium,5,94
0,17,0,high,1,2
3,42,1,low,5,30
3,42,1,medium,1,5
0,84,1,low,3,31
0,193,1,low,2,47
2,124,0,medium,10,2
0,75,0,high,1,3
0,16,0,medium,5,107
1,120,0,medium,2,58
2,124,0,medium,2,6
2,116,0,medium,2,1
0,208,0,high,1,0
0,16,0,medium,1,205
2,116,1,low,1,2
0,208,0,high,1,2
0,122,0,high,4,2
0,16,0,high,3,12
2,12,1,low,2,57
0,16,2,low,10,0
2,79,0,low,2,136
2,124,0,medium,1,2
0,44,0,low,3,13
0,16,0,high,1,1
0,84,2,low,1,104
2,124,0,medium,3,26
3,21,1,low,1,7
2,18,0,medium,30,2
0,218,0,medium,1,0
0,84,0,medium,1,0
2,123,1,low,2,42
2,46,1,low,1,201
0,17,1,low,1,0
2,116,0,high,3,159
3,80,1,low,1,68
2,150,2,low,30,3
0,16,1,low,2,50
3,42,1,medium,2,15
0,3,1,low,4,5
0,78,0,medium,1,88
0,69,0,medium,3,130
0,16,2,medium,15,0
0,122,0,medium,2,2
2,110,0,high,2,23
0,69,0,medium,4,0
2,82,0,high,1,0
3,59,1,low,1,0
0,208,0,medium,120,0
2,197,0,low,5,67
3,196,1,low,1,5
2,12,1,low,30,9
2,124,1,low,3,26
0,122,1,medium,2,58
0,16,0,high,2,95
2,82,0,medium,5,3
0,17,0,medium,6,2
0,208,0,high,1,0
2,82,1,low,4,17
2,166,1,low,1,0
0,16,0,medium,1,2
0,208,0,high,1,1
0,75,1,medium,4,122
0,84,0,medium,2,19
2,46,1,low,1,241
2,216,1,low,2,58
0,122,2,low,1,8
0,66,0,medium,3,2
2,123,0,low,5,2
0,44,0,medium,1,0
0,44,1,medium,1,36
2,103,0,medium,1,0
0,16,1,medium,5,74
2,124,0,medium,6,3
2,12,0,medium,4,59
0,114,0,high,3,10
2,79,0,high,3,1
2,82,1,low,1,0
0,44,1,low,3,27
2,166,0,low,2,7
2,124,1,low,3,6
0,44,1,medium,3,0
2,123,1,low,2,79
0,206,1,low,1,0
2,124,1,low,5,22
0,193,0,medium,5,16
4,105,0,medium,1,105
2,123,1,low,2,18
0,122,0,high,1,0
0,16,1,medium,1,27
0,190,1,low,4,162
2,123,0,low,4,56
2,220,0,high,3,7
3,42,1,low,2,62
0,84,0,medium,2,134
0,56,0,high,1,0
2,135,0,high,30,6
0,16,0,high,4,2
2,211,1,low,3,16
3,167,1,low,1,3
2,124,1,low,1,1
2,107,1,medium,4,0
2,116,1,low,4,2
2,177,0,medium,1,68
2,124,0,medium,3,1
0,78,0,medium,2,89
2,12,0,medium,30,143
0,187,0,low,14,3
0,44,1,low,5,78
3,42,1,low,3,1
0,122,0,high,2,163
0,17,0,high,1,0
2,166,0,low,2,58
2,107,0,high,1,0
0,83,1,low,3,6
3,180,2,low,1,34
0,114,0,high,1,272
2,124,0,medium,4,0
2,12,0,medium,4,12
0,84,1,medium,1,1
2,123,0,high,3,12
0,84,1,medium,7,90
0,3,0,medium,1,2
0,3,0,high,4,84
3,42,1,medium,2,240
0,111,0,medium,7,1
3,32,0,low,2,57
2,220,0,medium,1,2
2,79,1,low,2,3
2,99,0,medium,5,79
3,5,1,low,29,1
2,107,1,low,2,43
2,12,1,low,1,0
0,77,0,high,15,4
2,82,1,low,3,19
0,17,0,high,3,7
0,16,1,low,2,78
0,16,0,medium,1,0
2,123,1,low,5,2
2,124,1,low,2,23
2,124,1,medium,1,1
0,44,0,medium,31,31
0,84,0,medium,1,2
3,32,0,low,1,113
2,124,1,low,9,1
0,44,1,low,3,1
0,16,0,medium,2,8
2,12,1,low,1,87
0,84,1,low,14,1
3,42,1,low,1,254
2,107,0,medium,6,108
2,12,0,medium,7,2
3,42,1,low,3,2
2,124,0,medium,5,9
3,165,1,low,4,6
0,111,0,medium,2,3
2,176,1,low,2,20
0,83,1,low,1,16
2,123,1,low,1,22
0,83,1,low,3,122
2,46,1,low,1,202
2,82,0,high,1,3
0,44,1,low,14,25
2,46,1,low,1,194
3,165,1,low,20,1
0,17,0,medium,1,2
