neighbourhood_group_encoded,neighbourhood_encoded,room_type_encoded,price_category,minimum_nights,number_of_reviews
0,111,0,medium,29,0
0,17,0,high,2,2
0,122,1,high,1,5
3,128,2,low,2,1
0,3,0,medium,14,3
3,151,0,low,2,0
3,151,0,high,10,3
3,128,0,medium,2,6
2,12,1,medium,2,2
3,128,0,medium,30,0
3,128,0,low,2,0
2,166,1,high,5,0
2,116,0,high,6,2
2,107,1,low,31,0
0,44,1,low,4,1
0,122,0,high,2,1
3,42,0,high,3,2
2,123,0,high,1,1
0,66,0,high,30,0
1,156,1,low,3,0
0,17,0,high,30,0
0,17,0,high,30,0
0,55,0,high,2,11
0,199,0,high,30,0
3,165,1,medium,7,0
2,103,0,medium,1,10
2,124,1,low,2,2
0,84,0,medium,2,1
0,56,0,high,3,6
0,118,0,high,1,7
0,208,0,high,3,4
2,95,0,medium,7,0
3,205,0,medium,2,0
2,99,1,low,2,6
3,167,0,medium,2,7
2,12,0,medium,3,4
0,75,0,high,3,4
2,12,0,medium,3,2
0,84,0,medium,31,4
0,44,1,low,2,1
2,103,2,low,2,1
3,42,0,medium,3,1
2,12,1,low,2,3
0,84,1,low,2,0
2,124,1,low,1,1
2,95,0,medium,1,0
0,77,0,medium,1,5
3,42,0,medium,2,2
3,42,1,low,2,3
3,54,0,low,2,9
3,60,0,medium,2,0
0,44,0,low,2,5
0,190,0,medium,1,5
0,190,1,low,30,0
0,122,0,medium,30,1
0,122,0,medium,30,0
2,124,0,high,3,3
0,17,0,medium,2,6
3,21,1,low,1,2
2,116,0,high,2,0
2,116,1,low,3,2
2,12,0,medium,2,9
2,82,0,medium,3,2
3,32,0,low,1,15
0,83,0,low,30,0
2,202,1,low,1,7
0,17,1,low,10,0
2,202,1,low,1,1
2,202,1,low,1,2
2,116,0,medium,5,4
2,12,1,low,1,6
2,176,1,low,7,2
0,78,0,medium,3,0
0,17,0,high,15,0
0,190,2,low,1,1
2,12,1,low,1,5
2,12,1,medium,2,6
3,151,0,medium,3,2
3,36,0,medium,1,5
3,162,0,high,3,6
0,122,0,medium,30,0
0,3,0,high,2,0
1,39,0,low,1,8
0,44,0,low,31,0
2,211,1,low,1,1
2,45,1,medium,1,7
2,116,1,low,31,0
0,114,0,medium,30,0
0,122,0,high,3,0
0,44,0,high,1,2
0,16,0,high,1,13
0,70,1,low,5,1
1,156,1,low,2,11
0,55,0,high,2,0
1,138,1,low,1,2
0,55,0,high,1,2
0,84,0,high,3,3
2,116,0,high,3,2
1,138,1,low,1,5
2,116,0,high,3,3
0,208,0,high,5,5
2,12,1,low,15,1
2,12,1,medium,2,0
2,116,0,high,4,2
0,75,1,low,1,5
3,54,0,high,2,1
2,103,2,low,7,0
0,218,1,medium,1,8
2,12,0,high,3,3
3,54,0,low,20,0
0,122,1,low,3,0
0,114,0,medium,30,1
0,44,1,low,1,0
0,218,1,low,7,0
2,172,0,high,1,2
0,122,0,high,3,2
0,44,1,low,30,0
0,16,0,medium,5,3
0,44,1,low,1,2
2,116,1,low,2,4
0,44,1,low,1,1
4,213,0,low,3,0
2,211,0,medium,1,6
2,211,1,low,3,1
0,55,0,high,4,0
2,220,1,low,2,1
0,84,0,high,2,2
1,201,1,low,2,5
3,204,0,medium,2,4
3,167,0,low,30,0
3,0,2,low,1,5
2,18,1,low,1,4
0,17,0,medium,30,0
0,17,0,medium,30,0
1,90,2,low,1,0
0,208,0,high,1,4
3,128,1,low,30,0
3,50,0,medium,5,2
0,190,2,low,1,0
2,6,0,high,2,0
0,3,0,high,2,3
2,202,2,low,5,0
2,176,0,medium,1,8
0,53,1,low,1,2
3,209,2,low,5,1
3,36,0,high,2,0
2,124,0,high,2,0
0,111,0,high,2,2
0,75,0,high,25,0
3,217,1,low,1,23
2,124,1,low,1,2
2,12,1,low,2,4
0,78,0,high,2,1
0,208,0,medium,2,2
0,122,0,high,1,6
2,12,0,medium,2,1
2,37,1,high,1,3
0,3,0,high,29,0
2,124,0,high,3,3
0,16,0,medium,31,0
0,193,1,low,1,3
3,2,0,medium,2,0
2,123,0,medium,2,1
0,84,0,high,3,4
2,13,1,low,15,0
0,218,0,high,30,1
0,44,1,low,1,4
1,192,1,low,1,0
0,218,1,medium,2,0
2,116,0,high,2,1
0,108,1,low,1,9
3,42,0,low,1,0
0,16,0,high,2,1
2,123,1,low,1,15
0,111,0,medium,29,0
2,82,1,low,7,1
3,36,1,medium,2,10
0,44,0,high,1,2
0,83,1,medium,3,1
2,76,1,low,3,4
3,42,1,low,2,4
3,0,1,low,1,8
2,76,1,low,3,0
3,42,0,low,2,1
0,218,1,medium,5,2
2,116,0,high,3,7
2,81,1,low,3,1
3,128,1,low,1,2
2,116,0,high,3,7
2,166,0,medium,5,0
3,151,1,low,8,0
3,128,1,low,1,9
0,44,0,low,28,0
3,128,1,low,1,1
3,180,0,low,4,1
3,42,1,medium,1,0
2,123,0,medium,3,2
0,56,0,high,1,0
0,44,1,low,1,1
0,187,0,high,15,1
2,124,0,high,2,5
0,55,1,low,1,4
2,220,2,low,1,1
2,82,0,medium,3,0
0,190,0,high,3,8
2,124,0,high,3,1
0,122,0,high,2,8
2,12,1,low,2,1
2,124,1,high,10,0
0,16,0,high,2,0
0,218,1,medium,1,0
0,111,0,medium,29,0
0,16,2,low,1,4
0,48,0,medium,3,2
2,123,0,medium,3,7
0,111,0,medium,29,0
2,123,0,medium,2,0
0,218,1,medium,1,3
0,111,0,medium,29,0
2,123,1,low,3,1
2,176,0,high,2,1
1,87,2,low,1,5
0,84,0,medium,7,0
0,218,0,high,5,5
2,124,1,low,1,6
1,87,2,low,1,1
3,5,1,low,1,1
3,32,0,low,1,6
2,12,1,low,30,0
0,53,1,medium,2,0
2,12,1,low,30,0
1,87,2,low,1,2
0,17,1,medium,2,1
1,87,2,low,1,3
0,77,0,high,1,2
3,54,1,low,1,2
1,96,1,low,1,1
0,190,0,medium,1,8
0,187,1,low,3,1
0,3,1,low,4,4
3,54,0,medium,3,5
3,128,1,low,1,1
1,126,0,low,30,0
3,128,1,low,1,7
2,124,1,low,3,2
3,128,1,low,1,9
0,55,1,high,7,0
2,79,0,low,3,0
0,187,0,medium,2,1
3,151,0,high,2,5
0,218,1,medium,1,12
0,218,1,medium,1,13
0,122,0,medium,2,5
0,114,0,high,2,3
3,128,1,low,1,9
2,82,0,medium,4,0
0,53,0,high,2,1
2,79,0,low,3,3
2,12,1,low,2,6
2,12,0,medium,4,0
2,123,0,low,15,0
2,116,1,low,2,1
0,44,1,low,2,1
2,166,0,medium,2,6
2,150,0,medium,2,7
2,123,0,high,2,7
2,18,0,medium,3,3
0,48,1,medium,30,0
2,79,0,medium,7,0
2,124,0,medium,5,0
2,116,0,medium,1,16
1,164,0,medium,3,4
0,114,0,medium,30,0
2,116,1,low,1,1
0,17,1,low,1,0
0,16,1,low,3,1
0,218,1,medium,1,8
2,12,1,low,2,5
2,116,1,low,3,2
3,128,1,low,1,3
0,122,1,medium,2,6
2,116,1,low,1,4
1,68,1,low,1,3
2,12,0,low,1,0
0,44,0,medium,5,0
0,122,0,high,2,0
3,5,1,low,7,2
0,190,1,low,7,0
0,193,0,high,1,1
1,58,1,low,5,0
0,218,0,high,3,1
0,44,1,low,2,2
2,123,1,low,3,1
3,128,1,low,1,10
0,190,1,low,4,0
2,123,0,low,2,5
2,12,1,low,1,4
2,12,1,low,1,5
2,124,0,high,2,1
2,12,1,low,1,2
0,16,0,high,2,7
2,12,1,low,1,8
0,190,0,high,3,0
2,124,0,medium,1,13
0,84,0,high,1,7
2,45,1,medium,5,1
3,204,0,medium,31,0
2,12,1,low,2,2
2,116,0,medium,4,0
1,201,2,low,1,0
1,87,2,low,1,3
0,114,0,medium,2,7
0,190,0,medium,1,5
0,187,0,medium,4,1
0,193,1,low,1,1
2,176,0,medium,21,0
2,46,1,high,1,1
0,114,0,high,2,2
2,123,1,low,5,1
0,44,1,low,14,1
0,218,0,high,2,4
2,12,1,low,2,7
3,2,1,low,2,2
0,83,0,low,7,0
0,44,1,medium,5,0
0,83,1,low,1,13
0,218,1,medium,3,2
2,99,0,high,4,0
0,3,0,medium,4,2
0,114,0,high,3,11
0,17,1,low,1,7
0,69,0,high,2,4
0,16,1,low,5,5
2,202,0,medium,9,1
1,87,2,low,1,10
2,116,1,low,1,1
3,5,1,low,2,2
0,84,0,medium,30,2
0,122,2,low,1,7
3,205,1,medium,1,2
2,116,0,high,2,3
2,172,0,medium,4,4
0,70,2,low,7,0
0,16,0,medium,2,4
0,44,0,high,3,14
0,3,0,high,2,4
3,80,1,low,1,5
0,122,0,high,3,6
0,208,0,high,3,5
0,218,0,high,30,0
2,12,0,medium,1,3
2,82,0,medium,3,4
2,18,1,low,1,0
3,0,1,low,1,4
3,42,1,low,2,8
3,167,1,low,28,0
0,83,0,low,3,1
0,16,0,low,1,10
0,84,0,high,3,2
0,84,0,medium,2,3
0,122,2,low,1,6
0,16,1,low,4,3
0,122,2,low,1,8
2,124,0,high,3,1
0,122,2,low,1,4
2,124,1,low,3,2
0,122,0,high,2,4
0,122,2,low,1,3
0,44,1,low,5,0
0,122,2,low,1,3
0,16,0,low,1,6
3,151,1,low,3,4
0,44,0,low,3,0
0,193,0,high,3,0
0,83,0,high,3,0
0,44,0,medium,1,11
0,218,0,high,3,15
0,84,0,high,1,2
0,122,0,medium,7,6
3,5,0,medium,1,0
2,150,1,low,1,0
3,165,1,low,1,1
3,128,1,low,1,0
2,49,0,low,1,11
1,138,0,medium,3,1
0,48,0,medium,30,0
2,150,1,low,1,2
2,37,0,medium,3,0
2,12,0,medium,14,0
2,116,1,low,1,6
2,211,0,high,4,1
2,150,1,low,1,1
0,218,0,high,30,0
2,82,1,low,5,0
0,218,0,high,30,0
0,218,0,high,30,1
0,218,0,high,30,0
0,218,0,high,30,0
0,218,0,high,30,0
0,218,0,medium,30,1
0,218,0,high,30,0
0,218,0,high,30,1
0,218,0,medium,30,0
0,84,0,high,3,0
4,169,0,high,14,0
2,116,1,low,3,3
0,44,0,high,3,0
2,124,0,high,4,4
2,124,0,high,3,4
2,82,0,high,3,2
0,193,0,high,2,5
2,82,0,high,3,0
2,124,0,high,1,1
2,166,1,low,2,11
3,151,1,medium,5,0
3,128,1,low,1,0
2,123,0,high,3,2
2,116,0,high,3,1
2,166,1,low,2,8
3,128,0,low,1,3
0,218,0,high,2,3
0,122,0,high,3,6
4,97,0,low,5,0
2,12,1,low,16,0
3,160,0,medium,2,0
2,52,2,low,7,0
2,52,2,low,7,1
2,52,2,low,7,0
1,131,1,low,2,0
1,41,2,low,1,0
2,107,1,low,15,0
0,114,0,high,2,1
0,53,1,low,10,0
0,3,0,medium,1,4
0,84,0,medium,2,0
0,48,0,low,2,2
0,208,0,high,6,1
2,211,0,high,3,1
4,51,0,high,10,0
3,205,0,low,2,1
2,12,0,high,2,6
0,208,0,high,7,0
0,218,0,high,2,6
2,166,0,low,2,4
3,21,0,medium,7,0
2,123,1,low,7,0
1,139,1,low,1,1
0,44,1,low,1,4
2,124,1,low,21,0
0,17,0,high,3,3
2,18,1,low,1,8
3,0,1,low,1,12
3,128,1,low,1,0
2,203,1,high,3,0
2,135,0,medium,5,2
0,3,0,medium,7,2
0,208,0,low,5,2
2,123,0,high,3,3
0,83,1,medium,1,0
2,123,0,high,3,0
0,111,0,medium,30,0
0,17,0,high,30,0
2,12,1,low,2,2
0,208,0,high,2,1
2,116,1,low,14,0
2,124,0,medium,14,0
2,18,1,low,1,8
0,218,0,medium,90,0
0,218,0,high,2,2
1,87,0,medium,14,0
0,77,0,high,30,0
2,124,0,high,3,4
0,121,1,medium,2,0
2,124,0,medium,3,5
2,18,1,low,15,1
2,150,0,high,5,0
0,84,0,high,30,0
2,124,0,medium,4,0
4,194,2,low,1,9
0,16,0,high,14,2
0,75,1,high,1,12
2,166,1,low,1,5
0,44,0,high,1,0
0,114,0,high,30,0
4,24,0,low,3,1
2,116,0,high,3,7
0,218,0,high,1,0
2,116,1,medium,1,0
0,122,0,high,3,3
0,55,0,medium,1,3
0,17,0,high,31,0
0,111,1,medium,3,0
0,84,1,medium,1,0
2,116,1,low,1,0
2,79,0,medium,3,0
0,122,0,high,30,0
0,69,0,high,30,0
0,17,0,high,31,0
2,150,1,high,1,8
0,17,0,high,31,0
3,21,0,medium,2,5
0,75,0,high,31,0
2,12,1,low,4,0
0,122,0,high,31,0
0,84,0,medium,5,0
2,124,0,medium,5,5
0,218,2,medium,1,2
0,122,0,high,31,0
2,124,0,high,1,3
3,14,1,low,1,1
0,44,0,low,30,0
0,84,0,medium,2,1
2,116,1,low,5,2
0,16,0,high,2,3
1,92,0,low,1,5
3,14,1,low,1,3
2,45,0,medium,3,4
3,14,1,low,1,1
0,208,2,high,1,0
2,79,0,medium,2,2
2,12,1,low,2,0
2,123,0,low,3,4
2,166,1,low,2,12
3,160,1,low,1,0
0,44,0,medium,3,7
0,83,0,medium,2,2
3,54,1,low,7,0
0,122,0,medium,1,7
2,124,0,medium,4,1
2,46,0,medium,14,3
3,151,0,medium,10,0
2,124,1,medium,2,0
2,13,0,medium,2,3
3,59,0,medium,3,4
0,56,0,high,3,3
0,78,0,high,3,1
0,44,0,medium,30,0
0,122,0,high,31,0
2,124,0,medium,3,1
0,83,1,low,2,5
2,12,0,low,3,3
2,18,1,low,1,7
0,122,0,high,70,0
0,218,0,high,1,0
0,190,0,medium,30,0
0,122,0,medium,3,2
0,218,1,medium,1,3
0,208,1,low,1,5
0,16,0,medium,30,0
2,46,0,medium,7,1
0,44,1,low,3,0
0,218,0,medium,2,0
1,178,1,low,1,0
2,12,1,low,1,3
0,111,0,medium,29,0
0,111,0,medium,29,0
3,14,1,low,1,2
0,111,0,medium,29,0
3,14,1,low,1,2
2,12,0,medium,1,8
0,111,0,medium,29,0
2,12,0,low,15,1
0,122,1,medium,2,0
0,111,0,medium,29,0
0,122,0,high,31,0
3,14,1,low,1,0
3,5,1,low,1,1
3,14,1,low,1,0
2,12,1,low,2,4
0,122,0,high,1,5
0,122,0,high,3,1
0,16,0,medium,8,1
0,16,0,high,30,0
2,211,0,high,3,1
0,16,0,medium,2,0
2,176,0,high,3,2
2,211,1,low,31,0
0,118,0,high,1,5
0,77,0,high,1,6
3,14,1,low,1,3
3,14,1,low,1,0
0,77,0,high,1,0
3,14,1,low,1,0
2,124,0,high,2,2
3,151,0,high,2,1
0,16,1,low,2,7
0,3,1,medium,2,0
2,12,1,low,2,2
2,124,1,medium,2,1
1,106,1,low,1,5
1,112,1,low,2,2
1,112,1,low,2,1
1,112,1,medium,2,0
0,83,1,low,2,6
0,83,1,low,7,0
0,84,1,low,3,0
2,12,0,medium,2,4
2,52,1,medium,2,0
0,55,0,high,1,3
2,123,0,medium,1,0
3,151,0,high,2,0
0,218,1,medium,1,4
0,122,0,medium,2,0
2,49,0,medium,10,0
0,84,0,medium,2,3
0,78,1,low,14,3
4,86,0,low,2,8
2,124,1,low,2,3
2,116,1,low,1,7
0,84,0,high,1,0
0,17,0,high,4,4
2,74,1,low,7,1
3,167,1,low,1,0
3,152,0,low,1,8
0,16,0,medium,3,1
2,124,1,low,2,0
2,18,1,low,1,0
2,18,1,low,1,1
0,69,0,medium,14,1
3,167,0,medium,1,3
2,18,1,low,1,0
2,79,1,low,7,1
2,124,0,high,3,1
0,218,0,high,2,7
2,12,1,low,3,2
0,44,1,low,25,0
0,3,0,high,3,6
0,84,0,medium,3,0
0,55,1,high,1,2
0,84,0,medium,2,1
0,84,0,medium,3,2
0,190,0,medium,2,1
0,84,0,medium,2,2
0,17,0,medium,2,1
0,84,0,medium,1,1
0,190,2,low,1,1
2,124,0,medium,30,0
3,205,0,medium,2,1
0,84,0,medium,1,2
0,122,0,high,2,7
0,84,0,medium,2,3
2,116,1,low,2,1
3,151,0,high,2,1
0,66,1,medium,3,2
2,107,1,low,3,0
0,218,0,medium,2,3
3,165,1,low,20,0
0,193,0,high,4,6
0,44,0,high,7,1
2,26,1,low,1,1
0,16,0,high,4,0
0,44,0,high,7,0
2,12,0,medium,6,0
2,18,0,high,1,0
0,69,0,high,30,0
0,16,0,high,4,0
2,12,0,medium,3,0
0,69,0,high,30,0
0,77,0,medium,30,0
0,3,0,high,1,13
2,124,1,low,1,6
0,193,0,high,1,3
0,69,0,high,30,0
3,59,0,high,2,4
0,77,0,medium,30,0
0,3,0,medium,2,2
0,69,0,medium,30,0
2,175,0,high,3,3
3,50,0,low,1,8
0,69,0,high,30,0
0,17,1,medium,28,0
2,12,1,low,1,5
0,122,0,medium,1,4
0,218,0,high,1,0
2,116,1,low,1,9
3,167,0,medium,2,0
0,84,1,low,1,9
2,158,0,medium,2,8
0,17,0,medium,30,0
0,44,0,medium,2,3
2,124,0,high,2,5
3,167,0,medium,2,2
0,55,0,medium,3,0
3,209,0,high,2,2
2,124,0,medium,31,0
0,218,0,medium,3,1
0,84,0,medium,1,0
2,81,0,high,3,3
0,16,0,medium,20,2
2,13,1,low,14,0
2,82,1,medium,2,2
3,60,0,low,3,4
0,218,1,medium,1,1
0,48,0,medium,33,0
0,16,0,medium,7,1
2,116,1,low,3,3
0,3,1,medium,3,0
3,196,0,high,1,2
0,218,1,high,30,0
2,176,0,high,60,0
2,12,0,low,1,6
2,124,0,high,2,1
3,196,1,medium,1,0
0,17,0,high,30,0
0,17,0,medium,30,0
0,17,0,medium,30,0
2,124,1,low,14,0
0,208,0,high,3,2
2,116,1,low,4,0
0,208,0,high,3,3
2,26,1,low,10,0
0,208,0,high,3,3
0,3,0,high,4,3
2,116,1,low,4,0
0,48,0,high,3,1
0,16,0,high,3,3
2,124,0,high,2,1
0,44,1,low,11,0
2,124,0,high,2,0
2,202,1,low,1,4
2,124,0,high,2,1
0,69,0,high,30,0
0,69,0,medium,30,0
2,176,0,high,30,0
2,124,0,high,2,2
2,202,1,low,2,8
2,124,0,high,2,0
0,69,0,high,30,0
0,69,1,medium,3,1
0,69,0,high,30,0
0,69,0,medium,30,0
0,218,0,medium,5,12
0,69,0,high,30,0
0,208,0,high,1,0
0,69,0,high,30,0
2,124,0,high,2,1
0,69,0,high,30,0
0,44,0,medium,30,0
0,69,0,high,30,0
0,69,0,high,4,5
0,69,0,high,30,0
0,17,0,high,4,4
0,69,0,medium,30,0
0,69,0,high,30,0
0,218,0,high,6,1
0,77,0,high,30,0
0,44,0,high,2,1
3,151,1,high,1,0
2,124,0,high,2,1
0,69,0,high,30,0
3,180,2,low,1,0
0,77,0,high,30,0
0,159,1,low,14,0
0,69,0,high,30,0
2,12,1,low,1,2
2,116,0,medium,3,2
2,12,1,low,5,1
1,10,1,low,1,0
0,44,0,medium,70,0
2,123,0,low,2,4
0,69,1,medium,1,2
0,3,1,medium,2,0
2,103,2,low,2,2
3,147,0,low,7,1
0,111,0,medium,29,0
0,111,0,medium,29,0
0,111,0,medium,29,0
0,111,0,high,29,0
0,17,0,high,4,3
0,122,0,medium,29,0
0,122,0,medium,29,0
0,111,0,medium,29,0
3,167,0,medium,1,2
0,218,1,medium,1,0
0,69,0,high,30,0
2,12,0,low,1,9
2,49,0,high,3,0
0,218,2,low,1,0
0,75,0,medium,29,0
0,218,0,high,29,0
0,218,0,medium,29,0
0,84,0,medium,29,0
0,84,0,medium,29,0
0,69,0,medium,29,0
2,82,0,high,4,0
0,69,0,high,29,0
0,17,0,high,3,5
0,69,0,high,29,0
0,208,0,high,29,0
0,208,0,high,29,0
0,69,0,medium,29,0
0,75,0,high,29,0
0,17,0,medium,2,6
0,218,0,medium,1,15
3,59,1,low,2,4
2,124,0,high,2,1
2,81,1,low,1,1
2,124,0,high,2,1
2,124,0,high,2,0
0,56,0,high,31,3
2,103,0,medium,2,6
0,122,0,high,3,1
0,122,1,medium,2,0
0,122,0,high,3,1
2,124,0,medium,2,2
3,128,1,low,3,1
2,103,2,low,2,0
2,116,0,low,1,8
1,174,1,low,2,0
3,128,1,low,1,2
2,124,1,medium,2,0
0,84,0,medium,2,4
2,116,1,low,5,7
0,108,0,medium,1,9
3,154,0,low,2,5
2,123,1,low,1,1
0,84,1,low,4,0
0,17,0,high,2,2
3,59,0,medium,2,7
3,21,0,medium,2,2
0,218,0,high,30,0
2,82,1,high,29,0
0,122,0,high,3,6
0,122,0,high,7,0
0,17,0,medium,30,0
0,16,1,medium,2,3
0,17,0,high,4,5
0,17,0,medium,30,0
0,218,0,medium,2,3
0,84,0,medium,2,7
0,190,0,high,4,5
0,83,1,low,15,0
0,218,0,high,30,0
0,218,0,medium,1,3
0,122,2,low,1,2
0,16,0,high,6,0
0,218,0,high,30,0
2,46,0,high,30,2
0,218,0,medium,1,4
2,12,1,low,2,2
3,205,1,low,1,5
0,122,0,medium,1,11
0,218,0,medium,1,2
0,218,0,medium,1,7
0,218,0,medium,1,5
0,3,0,high,4,5
0,44,1,low,1,4
0,218,1,medium,1,4
0,122,2,low,1,2
2,18,0,medium,7,0
0,122,2,low,1,2
1,28,0,low,2,2
0,122,2,low,1,3
0,111,0,medium,29,0
0,16,1,medium,3,1
0,122,2,low,1,8
0,122,1,medium,1,5
1,178,1,low,1,3
0,122,1,medium,1,1
0,75,1,medium,2,1
0,44,1,low,1,4
2,12,1,high,2,2
2,124,0,high,30,5
2,12,1,low,2,4
0,55,0,medium,4,0
0,83,1,low,3,0
0,218,1,medium,1,8
3,151,0,high,3,4
0,69,0,high,3,3
0,218,0,high,2,3
0,218,2,low,1,9
0,218,0,high,2,2
3,5,1,low,2,3
0,218,0,high,2,4
3,34,0,low,2,0
2,116,0,medium,9,4
0,122,0,high,1,13
0,190,0,medium,3,2
0,218,0,medium,2,3
3,151,1,low,1,2
2,116,0,medium,30,3
0,17,0,low,7,0
4,188,0,low,1,4
3,128,1,low,1,6
3,104,0,medium,3,1
2,12,1,medium,1,0
0,77,0,medium,1,2
0,111,0,high,3,5
2,12,1,low,2,5
3,21,1,low,1,17
0,44,1,low,1,3
2,79,1,low,1,1
0,122,2,high,1,0
3,155,0,high,2,4
1,138,0,low,2,3
3,152,1,low,1,7
0,17,0,high,30,0
3,152,1,low,1,13
3,152,1,low,1,15
2,172,0,medium,2,11
2,116,0,low,1,0
0,16,0,high,5,2
2,123,0,high,3,2
2,123,0,low,10,0
2,123,1,low,31,0
1,106,1,medium,2,0
0,190,0,medium,3,3
0,111,0,high,4,0
0,84,0,high,7,0
0,48,0,medium,5,2
2,124,1,medium,5,0
2,45,1,low,1,4
0,44,0,medium,1,6
0,122,0,medium,1,2
0,83,0,low,70,0
0,114,1,medium,3,2
2,135,0,medium,2,1
3,21,1,low,1,5
2,177,0,high,4,1
2,12,0,medium,4,0
3,42,1,high,1,1
3,36,1,low,1,1
2,12,0,high,2,0
0,122,0,high,30,0
4,125,2,low,4,1
1,96,2,low,1,1
0,122,0,high,3,3
0,122,0,high,1,11
0,56,0,high,1,7
0,69,1,high,2,0
2,12,0,low,1,2
2,124,0,medium,5,0
0,190,0,medium,2,1
0,3,0,high,5,0
0,77,0,high,3,5
0,114,0,medium,2,2
3,50,1,low,1,10
0,193,0,high,4,3
2,81,1,medium,2,1
2,124,0,medium,4,0
0,78,0,low,1,6
0,122,0,medium,3,0
0,122,0,medium,3,0
2,13,0,medium,30,1
2,124,0,high,3,4
3,54,1,low,1,1
3,217,0,low,2,9
2,124,0,medium,6,0
3,128,0,low,1,3
2,177,0,high,5,0
0,44,1,low,1,0
0,84,0,medium,2,2
2,123,1,low,2,3
2,124,0,high,3,5
2,26,0,medium,5,0
3,59,1,low,3,4
3,152,1,low,1,12
3,152,1,low,1,11
1,156,1,low,2,0
3,128,1,low,1,4
0,122,0,high,1,2
0,122,0,high,3,0
2,123,0,medium,3,3
0,190,0,medium,3,2
2,37,0,low,1,8
2,12,1,low,1,6
2,116,1,medium,3,1
3,162,0,medium,2,2
0,159,1,low,3,1
0,69,0,high,3,2
0,122,0,high,3,3
0,122,0,high,2,1
2,110,1,high,30,0
0,111,0,high,3,3
0,17,0,high,30,0
0,208,0,medium,30,0
2,116,1,low,2,2
0,187,1,high,1,1
0,84,0,medium,3,1
3,180,1,low,1,0
2,124,1,low,3,3
0,122,0,high,3,5
0,17,0,high,3,4
0,53,0,low,4,1
3,210,1,medium,1,0
2,12,0,medium,7,0
3,151,0,high,3,1
0,83,1,low,10,0
0,44,0,medium,4,1
2,124,0,high,2,2
2,166,0,low,4,1
0,122,0,high,3,1
2,166,1,low,3,0
0,122,0,high,3,6
0,208,0,high,3,2
0,3,0,medium,6,0
0,122,0,high,3,3
0,218,0,high,2,0
2,18,2,low,1,4
2,109,1,low,3,2
0,84,0,high,5,3
2,45,0,medium,3,4
3,80,1,low,2,4
0,17,0,medium,1,2
2,45,0,high,2,1
2,82,0,medium,2,2
2,12,1,low,30,0
2,4,0,high,3,1
2,82,0,high,1,6
3,167,1,low,3,0
0,218,0,high,2,4
1,146,0,medium,2,1
0,218,1,high,5,0
0,17,0,high,7,0
0,122,0,medium,3,6
0,208,0,high,2,6
3,196,1,low,1,16
3,196,1,low,1,3
3,205,1,medium,1,0
3,36,0,low,2,4
0,3,0,high,2,1
2,116,1,low,1,3
3,180,2,low,2,1
3,180,2,low,1,1
0,44,0,low,60,0
0,111,0,high,30,0
2,6,0,high,3,0
3,180,2,low,1,2
2,124,1,low,2,5
0,78,0,high,4,4
0,84,0,medium,3,4
2,116,1,low,4,3
3,19,0,medium,2,5
0,122,0,medium,30,1
0,190,0,low,30,0
3,128,1,low,1,0
0,16,1,medium,3,0
0,218,1,high,1,3
0,122,0,high,3,5
0,122,0,high,2,3
0,218,1,high,1,2
0,218,1,high,1,1
0,218,1,high,1,6
2,124,0,high,3,3
0,114,0,medium,3,5
0,208,0,high,3,0
0,111,0,medium,29,0
0,111,0,medium,29,0
0,122,0,high,3,2
0,3,0,medium,4,0
2,12,1,low,30,0
0,84,0,high,3,5
2,12,1,low,30,0
2,45,1,medium,2,1
0,44,1,low,5,0
2,12,1,low,30,0
0,17,0,medium,1,7
2,124,1,low,2,0
0,84,0,high,3,3
3,128,1,medium,1,0
2,216,0,low,1,2
2,150,0,low,1,2
3,14,1,low,7,1
2,79,1,low,3,0
0,190,0,medium,2,4
2,74,0,low,14,0
0,208,0,high,2,1
0,16,1,medium,2,1
3,217,0,low,3,0
2,124,1,low,3,2
2,12,0,medium,3,3
2,12,1,low,2,0
2,49,1,low,1,1
3,205,0,medium,2,2
0,218,1,high,1,1
0,16,0,high,2,1
0,44,1,low,1,2
0,78,1,medium,4,0
4,33,0,medium,3,1
0,16,0,medium,17,0
0,44,0,low,2,0
0,208,0,high,3,4
1,41,1,low,2,1
0,44,1,low,7,3
0,206,0,high,1,2
3,196,0,medium,3,1
2,124,1,medium,5,0
0,208,1,medium,21,2
0,218,0,high,1,2
2,12,1,low,30,0
0,118,1,medium,21,1
0,190,1,medium,5,0
3,152,1,low,1,12
0,122,0,high,1,4
3,151,0,high,5,0
3,154,1,low,1,2
0,77,0,medium,25,0
1,87,2,low,1,2
1,156,1,medium,3,0
2,82,0,high,10,0
1,87,2,low,1,0
2,150,1,low,3,0
2,150,1,low,3,0
2,150,1,low,3,0
3,160,1,low,1,0
0,122,0,high,3,2
0,84,0,medium,2,1
0,111,0,high,30,0
2,49,0,high,3,3
2,166,1,low,2,1
0,218,0,high,4,0
2,124,0,medium,30,0
1,174,0,low,3,3
2,12,0,high,30,0
2,109,0,medium,3,2
2,176,1,medium,1,6
0,190,1,medium,2,1
2,123,0,low,5,0
2,109,0,medium,2,4
0,208,0,high,1,0
1,192,0,medium,2,4
0,77,0,medium,2,2
0,122,0,medium,1,3
0,114,0,high,1,3
2,116,0,high,3,3
2,12,1,low,3,0
2,116,1,low,1,3
0,16,0,high,3,5
2,116,1,low,1,2
2,116,1,low,1,3
2,107,0,high,4,0
2,116,1,low,1,2
